The Twist,,,,,,,,,,
 8_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 6_5 8_maj/b7 6_maj9 . , 8_maj/b7 . 6_maj9 8_maj6 ,,,,,,,,,
 1_1 8_maj/11 1_maj . , 10_min9 . 10_min7 8_maj6 , 1_1 8_maj/11 1_maj . , 10_min9 . 10_min7 8_maj6 ,,,,,,,
 1_1 8_maj/11 1_maj . , 10_min9 . 10_min7 8_maj6 , 1_1 8_maj/11 1_maj . , 10_min9 . 10_min7 8_maj6 ,,,,,,,
 1_1 8_maj/11 1_maj . , 10_min9 . 10_min7 8_maj6 , 1_1 8_maj/11 1_maj . , 10_min9 . 10_min7 8_maj6 ,,,,,,,
 1_1 8_maj/11 1_maj . , 10_min9 . 10_min7 8_maj6 ,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Doo Doo Doo Doo Doo,,,,,,,,,,
 1_maj , 4_maj , 0:maj , 1_maj ,,,,,,,
 1_maj , 4_maj , 0:maj , 1_maj ,,,,,,,
 1_min7 , 1_min7 , 6_min , 1_min7 ,,,,,,,
 1_min7 , 1_min7 , 6_min , 1_min7 ,,,,,,,
 1_min , 4_maj , 0:maj , 1_min ,,,,,,,
 1_min , 4_maj , 0:maj , 1_min ,,,,,,,
 1_min7 , 1_min7 , 6_min , 1_min7 ,,,,,,,
 1_min7 , 1_min7 , 6_min , 1_min7 ,,,,,,,
 1_min , 4_maj , 0:maj , 1_min ,,,,,,,
 1_min , 4_maj , 0:maj , 1_min ,,,,,,,
 1_min , 4_maj , 0:maj , 1_min ,,,,,,,
 1_min , 4_maj , 0:maj , 1_min ,,,,,,,
 1_min7 , 1_min7 , 6_min , 1_min7 ,,,,,,,
 1_min7 , 1_min7 , 6_min , 1_min7 ,,,,,,,
 1_min , 4_maj , 0:maj , 1_min ,,,,,,,
 1_min , 4_maj , 0:maj , 1_min ,,,,,,,
 1_min , 4_maj , 0:maj , 1_min ,,,,,,,
 1_min , 4_maj , 0:maj , 1_min ,,,,,,,
 1_min , 4_maj , 0:maj , 1_min ,,,,,,,
 1_min , 4_maj , 0:maj , 1_min ,,,,,,,
 1_min , 4_maj , 0:maj , 1_min ,,,,,,,
 1_min , 4_maj , 0:maj , 1_min ,,,,,,,
 1_min , 4_maj , 0:maj , 1_min ,,,,,,,
 1_min , 4_maj , 0:maj , 1_min ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Dream Police,,,,,,,,,,
 1_maj , 8_maj 6_maj , 1_maj , 8_maj 6_maj ,,,,,,,
 1_maj , 8_maj 6_maj , 1_maj , 8_maj 6_maj ,,,,,,,
 1_maj , 8_maj 6_maj , 1_maj , 1_maj ,,,,,,,
 3_min 10_min , 11_maj 6_maj , 10_min 5_maj , 1_maj 8_maj . . ,,,,,,,
 3_min 10_min , 11_maj 6_maj , 10_min 5_maj , 1_maj 8_maj . . , 1_maj 8_maj . . ,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj 11_maj , 0:maj 4_maj/3 , 6_maj , 6_maj ,,,,,,,
 1_min 11_maj , 0:maj 4_maj/3 , 8_maj , 8_maj ,,,,,,,
 1_maj , 8_maj 6_maj , 1_maj , 8_maj 6_maj ,,,,,,,
 1_maj , 8_maj 6_maj , 1_maj , 1_maj ,,,,,,,
 3_min 10_min , 11_maj 6_maj , 10_min 5_maj , 1_maj 8_maj . . ,,,,,,,
 3_min 10_min , 11_maj 6_maj , 10_min 5_maj , 1_maj 8_maj . . , 1_maj 8_maj . . ,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj 11_maj , 0:maj 4_maj/3 , 6_maj , 6_maj ,,,,,,,
 1_min 11_maj , 0:maj 4_maj/3 , 8_maj , 8_maj ,,,,,,,
 1_min 8_1 , 0:1 4_1 , 6_maj 1_1 , 2_1 0:1 ,,,,,,,
 1_min 8_1 , 0:1 4_1 , 6_maj 1_1 , 2_1 1_1 ,,,,,,,
 3_min 10_min , 11_maj 6_maj , 10_min 5_maj , 1_maj 8_maj . . ,,,,,,,
 3_min 10_min , 11_maj 6_maj , 10_min 5_maj , 1_maj 8_maj . . , 1_maj 8_maj . . ,,,,,,
 1_maj 8_maj . . , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 1_maj 11_maj , 0:maj 4_maj/3 , 6_maj , 6_min ,,,,,,,
 1_min 11_maj , 0:maj 4_maj/3 ,,,,,,,,,
 8_maj , 1_min/5 , 2_dim/#11 , 8_7 ,,,,,,,
 12_maj/b13 8_maj6 , 0:dim/7 , 8_maj , 8_maj ,,,,,,,
" 3_1(b5,b7,3) ", 4_maj7 , (3/8) 5_min , (3/8) 5_maj ,,,,,,,
" 0:1(b5,b7,3) ", 10_maj , (3/4) 11_7(b9) ,,,,,,,,
" 12_1(b5,b7,3) "," 4_1(b5,b7,3) ", (3/8) 5_maj7 , (3/8) 6_min ,,,,,,,
 7_maj7 ," 6_1(b5,b7,3) ", 7_maj7 ," 6_1(b5,b7,3) ",,,,,,,
 7_maj7 ," 6_1(b5,b7,3) ", 7_maj7 ," 6_1(b5,b7,3) ",,,,,,,
 1_maj , 8_maj 6_maj , 1_maj , 8_maj 6_maj ,,,,,,,
 1_maj , 8_maj 6_maj , 1_maj , 8_maj 6_maj ,,,,,,,
 1_maj , 8_maj 6_maj , 1_maj , 8_maj 6_maj ,,,,,,,
 1_maj , 8_maj 6_maj , 1_maj , 8_maj 6_maj ,,,,,,,
 1_maj , 8_maj 6_maj ,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Dream Police,,,,,,,,,,
 1_maj , 8_maj 6_maj , 1_maj , 8_maj 6_maj ,,,,,,,
 1_maj , 8_maj 6_maj , 1_maj , 8_maj 6_maj ,,,,,,,
 1_maj , 8_maj 6_maj , 1_maj , 1_maj ,,,,,,,
 3_min 10_min , 11_maj 6_maj , 10_min 5_maj , 1_maj 8_maj . . ,,,,,,,
 3_min 10_min , 11_maj 6_maj , 10_min 5_maj , 1_maj 8_maj . . , 1_maj 8_maj . . ,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj 11_maj , 0:maj 4_maj/3 , 6_maj , 6_maj ,,,,,,,
 1_min 11_maj , 0:maj 4_maj/3 , 8_maj , 8_maj ,,,,,,,
 1_maj , 8_maj 6_maj , 1_maj , 8_maj 6_maj ,,,,,,,
 1_maj , 8_maj 6_maj , 1_maj , 1_maj ,,,,,,,
 3_min 10_min , 11_maj 6_maj , 10_min 5_maj , 1_maj 8_maj . . ,,,,,,,
 3_min 10_min , 11_maj 6_maj , 10_min 5_maj , 1_maj 8_maj . . , 1_maj 8_maj . . ,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj 11_maj , 0:maj 4_maj/3 , 6_maj , 6_maj ,,,,,,,
 1_min 11_maj , 0:maj 4_maj/3 , 8_maj , 8_maj ,,,,,,,
 1_min 8_1 , 0:1 4_1 , 6_maj 1_1 , 2_1 0:1 ,,,,,,,
 1_min 8_1 , 0:1 4_1 , 6_maj 1_1 , 2_1 1_1 ,,,,,,,
 3_min 10_min , 11_maj 6_maj , 10_min 5_maj , 1_maj 8_maj . . ,,,,,,,
 3_min 10_min , 11_maj 6_maj , 10_min 5_maj , 1_maj 8_maj . . , 1_maj 8_maj . . ,,,,,,
 1_maj 8_maj . . , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 1_maj 11_maj , 0:maj 4_maj/3 , 6_maj , 6_min ,,,,,,,
 1_min 11_maj , 0:maj 4_maj/3 ,,,,,,,,,
 8_maj , 1_min/5 , 2_dim/#11 , 8_7 ,,,,,,,
 12_maj/b13 8_maj6 , 0:dim/7 , 8_maj , 8_maj ,,,,,,,
" 3_1(b5,b7,3) ", 4_maj7 , (3/8) 5_min , (3/8) 5_maj ,,,,,,,
" 0:1(b5,b7,3) ", 10_maj , (3/4) 11_7(b9) ,,,,,,,,
" 12_1(b5,b7,3) "," 4_1(b5,b7,3) ", (3/8) 5_maj7 , (3/8) 6_min ,,,,,,,
 7_maj7 ," 6_1(b5,b7,3) ", 7_maj7 ," 6_1(b5,b7,3) ",,,,,,,
 7_maj7 ," 6_1(b5,b7,3) ", 7_maj7 ," 6_1(b5,b7,3) ",,,,,,,
 1_maj , 8_maj 6_maj , 1_maj , 8_maj 6_maj ,,,,,,,
 1_maj , 8_maj 6_maj , 1_maj , 8_maj 6_maj ,,,,,,,
 1_maj , 8_maj 6_maj , 1_maj , 8_maj 6_maj ,,,,,,,
 1_maj , 8_maj 6_maj , 1_maj , 8_maj 6_maj ,,,,,,,
 1_maj , 8_maj 6_maj ,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Ebony Eyes,,,,,,,,,,
 6_maj/9 , 1_maj7/5 , 8_9 ,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj/5 , 1_maj , 1_maj/5 ,,,,,,,
 8_7 , 8_7 , 8_7 , 8_7 ,,,,,,,
 1_maj , 1_maj , 6_maj , 6_maj ,,,,,,,
 1_maj , 8_7 , 1_maj , 1_7 ,,,,,,,
 6_maj , 6_maj , 1_maj , 1_maj/5 ,,,,,,,
 6_maj , 6_maj , 1_maj , 8_7 , 8_7 ,,,,,,
 1_maj , 1_maj/5 , 6_maj , 6_maj ,,,,,,,
 1_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj/5 , 1_maj , 1_maj/5 ,,,,,,,
 8_7 , 8_7 , 8_7 , 8_7 ,,,,,,,
 1_maj , 1_maj/5 , 6_maj , 6_maj ,,,,,,,
 1_maj , 8_7 , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,
 8_7 , 8_7 , 1_maj , 1_maj ,,,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 6_maj , 6_maj , 1_maj , 8_7 ,,,,,,,
 1_maj , 1_maj/5 , 1_maj , 1_maj/5 ,,,,,,,
 8_7 , 8_7 , 8_7 , 8_7 ,,,,,,,
 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
 1_maj , 8_7 , 1_maj , 1_7 ,,,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 6_maj , 6_maj , 1_maj , 1_7 ,,,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 8_7 , 8_7 , 1_maj . 1_sus4(9) , 1_maj ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Ebony Eyes,,,,,,,,,,
 6_maj/9 , 1_maj7/5 , 8_9 ,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj/5 , 1_maj , 1_maj/5 ,,,,,,,
 8_7 , 8_7 , 8_7 , 8_7 ,,,,,,,
 1_maj , 1_maj , 6_maj , 6_maj ,,,,,,,
 1_maj , 8_7 , 1_maj , 1_7 ,,,,,,,
 6_maj , 6_maj , 1_maj , 1_maj/5 ,,,,,,,
 6_maj , 6_maj , 1_maj , 8_7 , 8_7 ,,,,,,
 1_maj , 1_maj/5 , 6_maj , 6_maj ,,,,,,,
 1_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj/5 , 1_maj , 1_maj/5 ,,,,,,,
 8_7 , 8_7 , 8_7 , 8_7 ,,,,,,,
 1_maj , 1_maj/5 , 6_maj , 6_maj ,,,,,,,
 1_maj , 8_7 , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,
 8_7 , 8_7 , 1_maj , 1_maj ,,,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 6_maj , 6_maj , 1_maj , 8_7 ,,,,,,,
 1_maj , 1_maj/5 , 1_maj , 1_maj/5 ,,,,,,,
 8_7 , 8_7 , 8_7 , 8_7 ,,,,,,,
 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
 1_maj , 8_7 , 1_maj , 1_7 ,,,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 6_maj , 6_maj , 1_maj , 1_7 ,,,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 8_7 , 8_7 , 1_maj . 1_sus4(9) , 1_maj ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Eight Miles High ,,,,,,,,,,
 1_min , x2,,,,,,,,,
 1_min , x4,,,,,,,,,
 1_min , x10,,,,,,,,,
 1_min 3_min/b7 , 1_min7 , 11_maj , 0:maj ,,,,,,,
 4_maj , 11_maj , 0:maj , 0:maj ,,,,,,,
 1_min 3_min/b7 , 1_min7 , 11_maj , 0:maj ,,,,,,,
 4_maj , 11_maj , 0:maj , 0:maj , ,,,,,,
 1_min 3_min , 4_maj 3_min ,,,,,,,,,
 1_min 3_min/b7 , 1_min7 , 11_maj , 0:maj ,,,,,,,
 4_maj , 11_maj , 0:maj , 0:maj ,,,,,,,
 1_min 3_min/b7 , 1_min7 , 11_maj , 0:maj ,,,,,,,
 4_maj , 11_maj , 0:maj , 0:maj , ,,,,,,
 1_min , x28,,,,,,,,,
 1_min 3_min/b7 , 1_min7 , 11_maj , 0:maj ,,,,,,,
 4_maj , 11_maj , 0:maj , 0:maj ,,,,,,,
 1_min 3_min/b7 , 1_min7 , 11_maj , 0:maj ,,,,,,,
 4_maj , 11_maj , 0:maj , 0:maj , ,,,,,,
 1_min , x20,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
El Condor Pasa,,,,,,,,,,
 1_min/b3 , 1_min/b3 , 1_min/b3 , 1_min/b3 , 1_min/b3 , 1_min/b3 , 6_min/b3 , 1_min/5 ,,,
 * , * ,,,,,,,,,
 4_maj , 4_maj ,,,,,,,,,
 4_maj , 4_maj , 4_maj , 4_maj ,,,,,,,
 1_min , 1_min , 1_min , 1_min ,,,,,,,
 1_min , 1_min ,,,,,,,,,
 4_maj , 4_maj ,,,,,,,,,
 4_maj , 4_maj , 4_maj , 4_maj ,,,,,,,
 1_min , 1_min , 1_min , 1_min ,,,,,,,
 0:maj6 , 0:maj6 , 0:maj6 , 0:maj6 ,,,,,,,
 4_maj , 4_maj , 4_maj , 4_maj ,,,,,,,
 0:maj6 , 0:maj6 , 0:maj6 , 0:maj6 ,,,,,,,
 4_maj , 4_maj , 4_maj , 4_maj ,,,,,,,
 1_min , 1_min , 1_min , 1_min ,,,,,,,
 1_min , 1_min ,,,,,,,,,
 1_min , 1_min ,,,,,,,,,
 4_maj , 4_maj ,,,,,,,,,
 4_maj , 4_maj , 4_maj , 4_maj ,,,,,,,
 1_min , 1_min ,,,,,,,,,
 1_min , 1_min ,,,,,,,,,
 4_maj , 4_maj ,,,,,,,,,
 4_maj , 4_maj , 4_maj , 4_maj ,,,,,,,
 1_min , 1_min ,,,,,,,,,
 0:maj6 , 0:maj6 , 0:maj6 , 0:maj6 ,,,,,,,
 4_maj , 4_maj , 4_maj , 4_maj ,,,,,,,
 0:maj6 , 0:maj6 , 0:maj6 , 0:maj6 ,,,,,,,
 4_maj , 4_maj , 4_maj , 4_maj ,,,,,,,
 1_min , 1_min , 1_min , 1_min ,,,,,,,
 1_min , 1_min ,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Eleanor Rigby,,,,,,,,,,
 1_min , 1_min ,,,,,,,,,
 1_min , 1_min , 0:7 , 0:7 1_min ,,,,,,,
 1_min , 1_min , 0:7 , 0:7 1_min ,,,,,,,
 1_min7 , 1_min6 , 1_min(b13) , 1_min ,,,,,,,
 1_min7 , 1_min6 , 1_min(b13) , 1_min ,,,,,,,
 0:7 , 0:7 , 1_min , 1_min ,,,,,,,
 6_min , 6_min , 1_min , 1_min ,,,,,,,
 1_min , 1_min , 0:7 , 0:7 1_min ,,,,,,,
 1_min , 1_min , 0:7 , 0:7 1_min ,,,,,,,
 1_min7 , 1_min6 , 1_min(b13) , 1_min ,,,,,,,
 1_min7 , 1_min6 , 1_min(b13) , 1_min ,,,,,,,
 0:7 , 0:7 , 1_min , 1_min ,,,,,,,
 6_min , 6_min , 1_min , 1_min ,,,,,,,
 1_min , 1_min , 0:7 , 0:7 1_min ,,,,,,,
 1_min , 1_min , 0:7 , 0:7 1_min ,,,,,,,
 1_min7 , 1_min6 , 1_min(b13) , 1_min ,,,,,,,
 1_min7 , 1_min6 , 1_min(b13) , 1_min ,,,,,,,
 0:7 , 0:7 , 1_min , 1_min ,,,,,,,
 6_min , 6_min , 1_min , 1_min ,,,,,,,
 1_min7 , 1_min6 , 1_min(b13) , 1_min ,,,,,,,
 1_min7 , 1_min6 , 1_min(b13) , 1_min , &pause ,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Even Now,,,,,,,,,,
 1_maj/3 , 6_maj , 3_maj/3 , 3_maj/3 ,,,,,,,
 1_maj/3 , 6_maj , 3_maj/3 , 3_maj/3 ,,,,,,,
 1_maj/3 , 6_maj , 3_maj/3 , 3_maj/3 ,,,,,,,
 1_maj/5 , 1_maj/5 , 8_sus4(b7) , 8_7 ,,,,,,,
 1_maj , 1_maj7 1_maj6 , 1_maj , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 8_maj/11 , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 8_maj/11 , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 8_maj/11 , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 8_maj/11 , 1_maj ,,,,,,,
 6_maj , 1_maj/3 , 8_maj 6_maj , 1_maj ,,,,,,,
 6_maj , 1_maj/3 , 8_sus4 , 8_maj ,,,,,,,
 1_maj , 1_maj , 6_maj(9) , 6_maj(9) ,,,,,,,
 1_maj , 1_maj , 6_maj(9) , 6_maj(9) ,,,,,,,
 1_maj , 1_maj , 6_maj(9) , 6_maj(9) ,,,,,,,
 1_maj , 1_maj , 6_maj(9) , 6_maj(9) ,,,,,,,
 6_maj , 6_maj , 8_maj , 8_maj ,,,,,,,
 1_maj , 1_maj7 1_maj6 , 1_maj , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 8_maj/11 , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 8_maj/11 , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 8_maj/11 , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 8_maj/11 , 1_maj ,,,,,,,
 6_maj , 1_maj/3 , 8_maj 6_maj , 1_maj ,,,,,,,
 6_maj , 1_maj/3 , 8_sus4 , 8_maj ,,,,,,,
 1_maj , 1_maj , 6_maj(9) , 6_maj(9) ,,,,,,,
 1_maj , 1_maj , 6_maj(9) , 6_maj(9) ,,,,,,,
 1_maj , 1_maj , 6_maj(9) , 6_maj(9) ,,,,,,,
 1_maj , 1_maj , 6_maj(9) , 6_maj(9) ,,,,,,,
 6_maj , 6_maj , 8_maj , 8_maj ,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 8_maj/11 , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 8_maj/11 , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 8_maj/11 , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 8_maj/11 , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 8_maj/11 , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 8_maj/11 , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 8_maj/11 , 1_maj ,,,,,,,
 1_maj , 6_maj/5 , 8_maj/11 , 1_maj ,,,,,,,
 6_maj , 6_maj , 8_maj , 8_maj ,,,,,,,
 6_maj , 6_maj , 8_maj , 8_maj ,,,,,,,
 1_maj , &pause , 8_maj/11 6_maj/5 , &pause , 1_maj , &pause ,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Fakin it,,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj , 1_maj ,,,,,,,,
 1_maj , 1_maj , 6_maj 5_min , 6_maj 5_maj ,,,,,,,
 10_maj , 10_maj ,,,,,,,,,
 3_maj 10_maj , 10_maj 3_7 , 6_maj . 1_maj/3 3_min ,,,,,,,,
 1_maj . 3_min 1_maj/3 , 6_maj . 1_maj/3 3_min ,,,,,,,,,
 1_maj , 1_maj , 1_maj ,,,,,,,,
 1_maj , 1_maj , 6_maj 5_min , 6_maj 5_maj ,,,,,,,
 10_maj , 10_maj ,,,,,,,,,
 3_maj 10_maj , 10_maj 3_7 , 6_maj . 1_maj/3 3_min ,,,,,,,,
 1_maj . 3_min 1_maj/3 , 6_maj . 1_maj/3 3_min ,,,,,,,,,
 1_maj , 1_maj , 1_maj ,,,,,,,,
 1_maj , 1_maj , 6_maj 5_min , 6_maj 5_maj ,,,,,,,
 10_maj , 10_maj ,,,,,,,,,
 3_maj 10_maj , 10_maj 3_7 , 6_maj . 1_maj/3 3_min ,,,,,,,,
 1_maj . 3_min 1_maj/3 , 6_maj . 1_maj/3 3_min , 1_maj . 3_min 1_maj/3 , 6_maj . 1_maj/3 3_min ,,,,,,,
 1_maj . 3_min 1_maj/3 , 6_maj . 1_maj/3 3_min ,,,,,,,,,
 1_maj , 1_maj , 1_maj ,,,,,,,,
 1_maj , 1_maj , 6_maj 5_min , 6_maj 5_maj ,,,,,,,
 10_maj , 10_maj , &pause ,,,,,,,,
 3_maj 10_maj , 10_maj 3_7 , (6/4) 6_maj . 1_maj/3 3_min 6_maj 3_min ,,,,,,,,
 1_maj . 3_min 1_maj/3 , 6_maj . 1_maj/3 3_min , 1_maj . 3_min 1_maj/3 , 6_maj . 1_maj/3 3_min ,,,,,,,
 1_maj . 3_min 1_maj/3 , 6_maj . 1_maj/3 3_min , 1_maj . 3_min 1_maj/3 , 6_maj . 1_maj/3 3_min ,,,,,,,
 1_maj . 3_min 1_maj/3 , 6_maj . 1_maj/3 3_min , 1_maj . 3_min 1_maj/3 , 6_maj . 1_maj/3 3_min ,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Feelin' Satisfied,,,,,,,,,,
 8_maj , 1_maj , 8_maj , 1_maj ,,,,,,,
 8_maj , 1_maj/5 , 8_maj , 6_maj , 6_maj ,,,,,,
 1_maj , 1_maj , 11_maj/5 6_maj . . , 11_maj/5 6_maj ,,,,,,,
 1_maj , 1_maj , 11_maj/5 6_maj . . , 1_maj/5 8_maj . . ,,,,,,,
 10_min , 5_min , 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj , 6_maj , 1_maj , 6_maj ,,,,,,,
 1_maj , 8_maj , 6_maj , 6_maj(9) ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
 8_maj , 1_maj/5 , 8_maj , 1_maj/5 ,,,,,,,
 8_maj , 1_maj/5 , 8_maj , 6_maj , 6_maj ,,,,,,
 1_maj , 1_maj , 11_maj/5 6_maj . . , 11_maj/5 6_maj ,,,,,,,
 1_maj , 1_maj , 11_maj/5 6_maj . . , 1_maj/5 8_maj . . ,,,,,,,
 10_min , 5_min , 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj , 6_maj , 1_maj , 6_maj ,,,,,,,
 1_maj , 8_maj , 6_maj , 6_maj(9) ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,", fadeout",,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
 10_min 8_maj , 6_maj 1_maj . . , 8_maj . 6_maj 5_min , 3_min 6_maj 1_maj . ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Goin' Back,,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 11_maj6/9 , 11_maj6/9 ,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj , 11_maj6/9 , 11_maj6/9 ,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 10_min , 10_min , 5_min , 5_min ,,,,,,,
 10_min , 10_min , 1_maj , 1_maj ,,,,,,,
 6_maj , 8_sus4 , 1_maj , 1_maj ,,,,,,,
 6_maj , 8_sus4 , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 11_maj6/9 , 11_maj6/9 ,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj , 11_maj6/9 , 11_maj6/9 ,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 10_min , 10_min , 5_min , 5_min ,,,,,,,
 10_min , 10_min , 1_maj , 1_maj ,,,,,,,
 6_maj , 8_sus4 , 1_maj , 1_maj ,,,,,,,
 6_maj , 8_sus4 , 1_maj , 1_maj ,,,,,,,
 6_sus4 , 8_sus4 , 1_maj , 1_maj ,,,,,,,
 6_sus4 , 8_sus4 , 1_maj , 1_maj ,,,,,,,
 10_min , 10_min , 5_min , 5_min ,,,,,,,
 10_min , 10_min , 1_maj , 1_maj ,,,,,,,
 6_maj , 8_sus4 , 1_maj , 1_maj ,,,,,,,
 6_maj , 8_sus4 , 8_sus4 , 8_sus4 ,,,,,,,
 6_sus4 , 8_sus4 , 1_maj , 1_maj ,,,,,,,
 6_sus4 , 8_sus4 , 1_maj , 1_maj ,,,,,,,
 10_min , 10_min , 5_min , 5_min ,,,,,,,
 10_min , 10_min , 1_maj , 1_maj ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Going To A Go-Go,,,,,,,,,,
0,,,,,,,,,,
 N , N , N , N ,,,,,,,
" 1_maj 1_sus4(b7,9) "," 1_sus4(b7,9) "," 1_maj 1_sus4(b7,9) "," 1_sus4(b7,9) ",,,,,,,
